Item Name,Category,Item ID,minListing_world,minListing_dc,recentPurchase_world,recentPurchase_dc,averageSalePrice_dc,dailySaleVelocity_dc
Pure Titanium Plate,Crafting,26532,,38038,30000,30000,,
Rhodonite,Crafting,19967,2000,1200,1999,1999,5427.576923076923,6.848675081717553
Aurum Regis Ingot,Crafting,12523,249,99,500,480,778.6363636363636,17.385059802687703
Dragon Leather,Crafting,12565,1000,200,1200,152,583.1666666666666,15.804564081550357
Gagana Leather,Crafting,19993,795,98,969,990,686.36,26.340879695712836
High Mythrite Ingot,Crafting,14146,6489,2499,4008,8,3873.722222222222,18.965388035733127
Mythrite Rivets,Crafting,12528,2700,1840,2999,500,2085.4666666666667,3.9511136816765933
Tempered Glass,Crafting,16908,,8495,10000,15420,,
Wing Glue,Crafting,5507,2180,2000,2190,2100,2994.8372093023254,11.326475131399253
Beech Lumber,Crafting,19925,375,9,399,949,1098.5852713178294,67.95870003870851
Eikon Iron Ingot,Crafting,14149,750,647,2099,2099,1735.3725490196077,13.433666664249998
Koppranickel Nugget,Crafting,19938,579,150,320,795,874.81640625,67.43158634538561
Molybdenum Ingot,Crafting,19947,600,600,900,850,1015.4984227129338,83.49907912075432
Triphane,Crafting,19962,200,200,585,900,592.4406779661017,15.54080195862536
Hallowed Chestnut Lumber,Crafting,12582,,495,1000,2500,1411.546511627907,22.652643748692586
Wolfram Square,Crafting,8029,995,200,1200,189,656.5,3.1608267616787953
Hallowed Water,Crafting,12605,70,70,80,209,401.36708860759495,20.808730005387446
Clear Glass Lens,Crafting,5512,100,54,200,77,152.34301270417424,145.13398063389633
Cobalt Nails,Crafting,7020,250,20,90,800,,
Cobalt Rings,Crafting,5084,37,37,155,730,469.8888888888889,4.741197617046371
Dhalmel Leather,Crafting,12564,5000,2999,4123,3000,2780.4772727272725,57.94784382761697
High Allagan Chimera Leather,Crafting,12233,1495,493,2000,1000,713.7272727272727,2.8973856454620472
Amphiptere Leather,Crafting,12566,275,50,323,500,328.9264705882353,17.91106956932674
