Item Name,Category,Item ID,minListing_world,minListing_dc,recentPurchase_world,recentPurchase_dc,averageSalePrice_dc,dailySaleVelocity_dc
Adamantite Rivets,Crafting,12530,6,6,506,250,573.9527559055118,33.379594000031865
Birch Lumber,Crafting,12583,600,150,600,600,3133.207920792079,26.545916028161955
Cassia Block,Crafting,13758,4000,2096,2000,4650,,
Astral Oil,Crafting,12606,3000,1001,900,969,1054.3333333333333,1.5769779528882166
Kamacite,Crafting,25009,,11111,2000,11110,11110,2.62829059541464
Galvanized Garlond Steel,Crafting,14935,3993,1500,3993,3993,3993,0.26282847040859203
Cryptomeria Lumber,Crafting,26530,,30000,28000,30000,,
Enchanted Hardsilver Ink,Crafting,12602,4000,3987,3850,3850,3842.75,2.1026183297949768
Hardsilver Ingot,Crafting,12521,3000,800,3250,5000,2090.3485714285716,45.99467311576236
Platinum Ingot,Crafting,9360,4,2,98,90,60.44656172328086,317.23112294273375
Pure Titanium Plate,Crafting,26532,,38038,30000,30000,,
Rhodonite,Crafting,19967,2000,1200,1999,1999,5427.576923076923,6.833448762981887
Aurum Regis Ingot,Crafting,12523,249,99,500,480,778.6363636363636,17.346408879850255
Dragon Leather,Crafting,12565,1000,200,1200,152,583.1666666666666,15.769428044824867
Gagana Leather,Crafting,19993,795,98,969,990,686.36,26.282322205363595
High Mythrite Ingot,Crafting,14146,6489,2499,4008,8,3873.722222222222,18.923229995814935
Mythrite Rivets,Crafting,12528,2700,1840,2999,500,2085.4666666666667,3.9423309870669256
Tempered Glass,Crafting,16908,,8495,10000,15420,,
Wing Glue,Crafting,5507,2180,2000,2190,2100,2994.8372093023254,11.301299267285629
Beech Lumber,Crafting,19925,375,9,399,949,1098.5852713178294,67.80764353575177
Eikon Iron Ingot,Crafting,14149,750,647,2099,2099,1735.3725490196077,13.403807090612556
Koppranickel Nugget,Crafting,19938,579,150,320,795,874.81640625,67.28170418057849
Molybdenum Ingot,Crafting,19947,600,600,900,850,1015.4984227129338,83.3134844502741
Triphane,Crafting,19962,200,200,585,900,592.4406779661017,15.506259899599552
Hallowed Chestnut Lumber,Crafting,12582,,495,1000,2500,1411.546511627907,22.60229285621777
Wolfram Square,Crafting,8029,995,200,1200,189,656.5,3.1537991592775247
Hallowed Water,Crafting,12605,70,70,80,209,401.36708860759495,20.762459730735227
Clear Glass Lens,Crafting,5512,100,54,200,77,152.34301270417424,144.81126206835225
Cobalt Nails,Crafting,7020,250,20,90,800,,
Cobalt Rings,Crafting,5084,37,37,155,730,469.8888888888889,4.730655282333776
Dhalmel Leather,Crafting,12564,5000,2999,4123,3000,2780.4772727272725,57.81899200782043
High Allagan Chimera Leather,Crafting,12233,1495,493,2000,1000,713.7272727272727,2.8909431959229246
Amphiptere Leather,Crafting,12566,275,50,323,500,328.9264705882353,17.871245340874747
